lon,lat,square,cost,category,street,ward,district,city,url
20.99781,105.87020,82,15,can-ho-cho-thue-chung-cu-3550,"458 Minh Khai, Hà Nội, Việt Nam ",Phường Vĩnh Tuy,Quận Hai Bà Trưng,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-2-can-2-ngu-full-do-chung-cu-times-city-4927706
10.77188,106.76349,80,"7,5",can-ho-cho-thue-chung-cu-3550,"125 Đồng Văn Cống, P.Thạnh Lợi, Q.2, Tphcm ",Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-cbd-q2-gia-re-chi-8tr-thang-giao-n-6210364
10.70289,106.70856,100,"10,5",can-ho-cho-thue-chung-cu-3550,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiểng,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-2pn-10-5tr-thang-noi-that-cao-cap-6252180
10.81287,106.71142,86,"2,3",can-ho-ban-chung-cu-3529,Nguyễn Xí Hồ Chí Minh ,Phường 26,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-lai-gap-can-3pn-can-ho-richmond-binh-thanh-5641647
20.99781,105.87020,95,18,can-ho-cho-thue-chung-cu-cao-cap-3551,458 Minh Khai ,Phường Vĩnh Tuy,Quận Hai Bà Trưng,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-cc-times-city-2-ngu-95m2-du-do-gia-tot-5049810
10.77188,106.76349,115,"3,2",can-ho-ban-chung-cu-cao-cap-3530,Đồng Văn Cống Hồ Chí Minh ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chinh-chu-can-ban-gap-duplex-vista-verde-115m2-5330288
10.77188,106.76349,83,12,can-ho-cho-thue-chung-cu-3550, ,Phường Thạnh Mỹ Lợi,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-cbd-ngay-ubnd-quan-2-full-noi-that-5871789
10.79013,106.63208,104,"3,12",can-ho-ban-chung-cu-cao-cap-3530,88 Đường số 1 ,Phường Sơn Kỳ,Quận Tân Phú,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/celadon-city-tri-an-khach-hang-chiet-khau-khung-6275487
10.79321,106.72024,86,"4,1",can-ho-ban-chung-cu-3529,"đường nguyễn hữu cảnh, P22, Q.bình thạnh ",Phường 22,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/chinh-chu-can-sang-nhuong-lai-du-an-saigon-pearl-5581741
10.70364,106.70937,70,"2,05",can-ho-ban-chung-cu-cao-cap-3530,Nguyễn Hữu Thọ Hồ Chí Minh ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-2pn-sunrise-gia-chi-2-05-ty-6128966
10.81287,106.71142,86,"2,3",can-ho-ban-chung-cu-3529,Nguyễn Xí Hồ Chí Minh ,Phường 26,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-lai-gap-can-3pn-can-ho-richmond-binh-thanh-5657662
10.81287,106.71142,67,"1,6",can-ho-ban-chung-cu-3529,"79 Nguyễn Xí, Hồ Chí Minh, Việt Nam ",Phường 26,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/can-ho-richmond-city-cao-cap-nguyen-xi-ck-18-4835477
10.81287,106.71142,42,"1,1",can-ho-ban-chung-cu-cao-cap-3530,Đường Nguyễn Xí ,Phường 26,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chi-1-1ty-co-co-hoi-so-huu-can-ho-q-binh-thanh-4915753
10.81287,106.71142,70,"1,645",can-ho-ban-chung-cu-cao-cap-3530,Nguyễn Xí ,Phường 26,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mo-ban-office-tel-shop-tm-mat-tien-nguyen-xi-4897107
10.76451,106.74686,101,"3,9",can-ho-ban-chung-cu-cao-cap-3530,Xa lộ Hà Nội Hồ Chí Minh ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chinh-chu-can-ban-the-vista-2pn-5253547
10.81287,106.71142,54,870,can-ho-ban-chung-cu-cao-cap-3530, ,Thị trấn An Thạch,Huyện Thuận An,Bình Dương,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/mua-nha-tra-gop-6tr-thang-bang-tien-cho-thue-lieu-6275442
10.76947,106.70120,35,"2,1",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Nguyễn Thái Bình,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-van-phong-quan-1-ngay-canh-pho-wall-doi-6292471
10.88011,106.70620,50,870,can-ho-ban-chung-cu-cao-cap-3530, ,Xã Vĩnh Phú,Huyện Thuận An,Bình Dương,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-gia-re-ben-song-vinh-phu-roxana-plaza-6324629
10.75677,106.68776,6449,8,can-ho-ban-chung-cu-cao-cap-3530,đại lộ Võ Văn Kiệt ,Phường Cầu Kho,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-ban-gia-tu-8ti-ngay-vo-van-kiet-chu-dau-tu-6239583
10.76451,106.74686,101,"3,9",can-ho-ban-chung-cu-cao-cap-3530,Xa lộ Hà Nội Hồ Chí Minh ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chinh-chu-can-ban-the-vista-2pn-full-nt-5268291
10.80612,106.66277,38,"1,2",can-ho-ban-chung-cu-3529, ,Phường 02,Quận Tân Bình,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-can-shop-kd-can-ho-office-tel-gan-q-1-5042996
21.00580,105.77947,60,"2,4",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/chua-bao-gio-mua-nha-vinhomes-lai-de-dang-den-vay-6177235
10.78830,106.69832,100,"4,7",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Ða Kao,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ho-cao-cap-vinhomes-landmark-3-6330927
10.76451,106.74686,92,"3,68",can-ho-ban-chung-cu-3529,  ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-chung-cu-the-vista-q-2-101-m2-3826933
10.78027,106.71794,135,"4,4",can-ho-ban-chung-cu-3529,99 Xa Lộ Hà Nội ,Phường An Khánh,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-gap-chcc-the-vista-quan2-135m2-3-phong-ngu-gia-3647821
10.76451,106.74686,139,20,can-ho-cho-thue-chung-cu-cao-cap-3551,99 Xa Lộ Hà Nội ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-cao-cap-3551/cho-thue-the-vista-3pn-gia-1000-usd-3523431
21.00059,105.78737,116,"1,476",can-ho-ban-chung-cu-3529, ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-3-ngu-vinhomes-me-tri-dt-116m2-5481384
20.97692,105.78429,93,"3,7",can-ho-ban-chung-cu-cao-cap-3530, ,Phường Cầu Diễn,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/ban-can-ho-3-phong-ngu-chung-cu-vinhomes-full-do-g-5866916
10.76451,106.74686,101,22,can-ho-cho-thue-chung-cu-3550,Xa lộ Hà Nội ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-cao-cap-the-vista-quan-2-101m2-4070895
10.81287,106.71142,67,"1,6",can-ho-ban-chung-cu-cao-cap-3530, ,Phường 26,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/hung-thinh-mo-ban-can-ho-richmond-city-binh-thanh-5004359
10.81287,106.71142,66,"1,65",can-ho-ban-chung-cu-cao-cap-3530,79 Nguyễn Xí ,Phường 26,Quận Bình Thạnh,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/richmond-city-can-ho-da-nang-ngay-trung-tam-quan-b-5363029
10.76451,106.74686,150,"33,75",can-ho-cho-thue-chung-cu-3550,Xa lộ Hà Nội ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-ho-view-song-vista-quan-2-03-phong-ngu-op-san-4227885
10.76451,106.74686,142,48,can-ho-cho-thue-chung-cu-3550,Xa lộ Hà Nội ,Phường An Phú,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-vista-quan-2-03-phong-ngu-decor-hi-4099954
10.79315,106.69044,35,"8,5",can-ho-cho-thue-chung-cu-3550,Võ Thị Sáu ,Phường Tân Ðịnh,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-dich-vu-duong-vo-thi-sau-q1-4111960
10.78375,106.78025,86,8,can-ho-cho-thue-chung-cu-3550,Nguyễn Duy Trinh ,Phường Bình Trưng Ðông,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-ho-petroland-quan-2-hien-dai-va-yen-tinh-86m2-4196254
10.74595,106.65688,52,11,can-ho-cho-thue-chung-cu-3550,Trường Sa ,Phường 13,Quận 3,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-chung-cu-screc-duong-truong-sa-qua-4069338
21.00580,105.77947,30,850,can-ho-ban-chung-cu-cao-cap-3530,Vinhomes Green Bay ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/vinhomes-green-bay-sap-ra-mat-can-ho-da-nang-toa-g-6176099
10.76242,106.68446,25,"6,9",can-ho-cho-thue-chung-cu-3550, ,Phường Nguyễn Cư Trinh,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-ho-dich-vu-duong-ton-that-tung-1-pn-25m2-full-5826844
10.78375,106.78025,64,"6,3",can-ho-cho-thue-chung-cu-3550, ,Phường Bình Trưng Ðông,Quận 2,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-petroland-q2-68m-2pn-6-3tr-th-6284464
10.77887,106.69893,35,8,can-ho-cho-thue-chung-cu-3550, ,Phường Bến Nghé,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-ho-q1-gia-re-hot-doi-dien-thao-cam-vien-8-trie-6238195
10.76961,106.70416,50,12,can-ho-cho-thue-chung-cu-3550,14 Tôn Thất Đạm ,Phường Nguyễn Thái Bình,Quận 1,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-lau-1-14-ton-that-dam-p-nguyen-tha-6311574
12.23872,109.19074,43,774,can-ho-ban-chung-cu-cao-cap-3530,Trần Phú Thành phố Nha Trang ,Phường Tân Lập,Thành phố Nha Trang,Khánh Hoà,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/du-an-can-ho-khach-san-nghi-duong-condotel-5-sao-h-5934203
20.99453,105.78939,75,13,can-ho-cho-thue-chung-cu-3550,Tố Hữu 58 ,Phường Trung Văn,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-cccc-ecolife-capitol-to-huu-75m2-gia-13tr-6284472
10.75166,106.63245,58,"2,3",can-ho-ban-chung-cu-3529,97/4B Trường Sa ,Phường 12,Quận 3,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-screc-tower-phuong-12-quan-3-so-hong-5554096
21.00580,105.77947,65,"8,5",can-ho-cho-thue-chung-cu-3550, ,Phường Mễ Trì,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-chung-cu-me-tri-ha-can-ho-2-phong-ngu-ful-6324395
10.76629,106.64336,45,9,can-ho-cho-thue-chung-cu-3550,89 Ông Ích Khiêm ,Phường 05,Quận 11,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-1pn-khep-kin-65m2-ong-ich-khiem-qu-6308368
12.24124,109.19406,50,3,can-ho-ban-chung-cu-3529,Trần Phú Thành phố Nha Trang ,Phường Lộc Thọ,Thành phố Nha Trang,Khánh Hoà,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/tropicana-nha-trang-vi-tri-vang-loi-nhuan-cao-dau-5933576
20.98914,105.78453,93,8,can-ho-cho-thue-chung-cu-3550, ,Phường Trung Văn,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-gap-chung-cu-ct1-trung-van-gia-re-8tr-tha-6319081
21.19232,106.07146,115,18,can-ho-cho-thue-chung-cu-3550,"21 Lê Đức Thọ, Mỹ Đình 2, Nam Từ Liêm, Hà Nội ",Phường Mỹ Đình 2,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-115m2-toa-sun-square-full-noi-that-gi-6318975
10.77078,106.65535,90,12,can-ho-cho-thue-chung-cu-3550,Lữ Gia phường 15 ,Phường 15,Quận 11,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/toi-can-cho-thue-can-ho-cao-cap-lu-gia-100m2-3pn-1-6322395
10.71409,106.70582,62,14,can-ho-cho-thue-chung-cu-3550,79 Nguyễn Hữu Thọ ,Xã Phước Kiển,Huyện Nhà Bè,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-ho-the-park-residence-2pn-can-cho-thue-gap-6319262
0.0,0.0,58,"2,1",can-ho-ban-chung-cu-3529, ,Phường 17,Quận 3,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-gap-can-ho-chung-cu-cao-cap-screc-tower-q3-5638949
10.76219,106.65779,80,11,can-ho-cho-thue-chung-cu-3550,Lý Thường Kiệt Hồ Chí Minh ,Phường 07,Quận 11,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/chinh-chu-can-cho-thue-chcc-tan-phuoc-80m2-2pn-ful-6139287
10.74818,106.66357,25,"5,5",can-ho-cho-thue-chung-cu-3550,99 Bình Thới ,Phường 11,Quận 11,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/chinh-chu-cho-thue-phong-chung-cu-mini-q11-99-binh-5980120
10.77078,106.65535,85,12,can-ho-cho-thue-chung-cu-3550,Lữ Gia phường 15 ,Phường 15,Quận 11,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/toi-can-cho-thue-can-ho-cao-cap-lu-gia-85m2-2pn-12-6321612
10.76525,106.66256,118,15,can-ho-cho-thue-chung-cu-3550,Ba Tháng Hai Hồ Chí Minh ,Phường 15,Quận 11,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-the-everrich-2pn-noi-that-cao-cap-6321600
10.75556,106.66281,132,17,can-ho-cho-thue-chung-cu-3550,126 Hồng Bàng ,Phường 12,Quận 5,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/cho-thue-can-ho-parkson-hung-vuong-plaza-132m2-gia-6321634
10.76392,106.65578,87,15,can-ho-cho-thue-chung-cu-3550,Lê Đại Hành Quận 11 ,Phường 15,Quận 11,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-cho-thue-chung-cu-3550/can-ho-cao-cap-flemington-parkson-gia-15tr-thang-8-6321557
10.75556,106.66281,122,"4,6",can-ho-ban-chung-cu-3529,126 Hồng Bàng ,Phường 12,Quận 5,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-can-ho-hung-vuong-plaza-122m2-3pn-noi-that-blo-6314200
10.75596,106.66273,128,"4,7",can-ho-ban-chung-cu-cao-cap-3530,126 Hồng Bàng ,Phường 12,Quận 5,TP.Hồ Chí Minh,http://www.muabannhadat.vn/can-ho-ban-chung-cu-cao-cap-3530/can-ban-can-ho-hung-vuong-plaza-q5-128-5m2-3pn-3wc-6318569
21.02804,105.77163,90,"2,52",can-ho-ban-chung-cu-3529,sunquare Lê Đức Thọ ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,TP.Hà Nội,http://www.muabannhadat.vn/can-ho-ban-chung-cu-3529/ban-cat-lo-can-2pn-chung-cu-sunquare-cua-tb-bc-dn-6289632
